id,bairro,especie,tipo_area,condicao,altura_m,dap_cm,area_copa_m2,data_inventario,necessita_poda,risco_queda,latitude,longitude,co2_absorvido_kg_ano
416,Boa Viagem,Jaqueira,Calçada,Regular,14.8,33.3,3.48,2022-04-13,True,False,-7.996722,-34.865027,246.42
417,Imbiribeira,Cajueiro,Área de lazer,Regular,13.5,14.6,0.67,2022-04-16,True,False,-8.04893,-34.866268,98.55
418,Água Fria,Oiti (Licania tomentosa),Área de lazer,Boa,5.4,16.8,0.89,2022-04-23,False,False,-8.07254,-34.98028,45.36
419,Espinheiro,Castanhola,Parque,Boa,15.9,72.7,16.6,2022-08-09,False,False,-8.136016,-34.799337,577.97
420,Pina,Ficus benjamina,Área de lazer,Boa,14.9,111.8,39.27,2022-09-25,False,False,-7.933685,-34.915971,832.91
421,Graças,Amendoeira (Terminalia catappa),Calçada,Ruim,16.9,33.1,3.44,2022-07-12,False,False,-8.045966,-34.997306,279.69
422,Beberibe,Flamboyant,Parque,Regular,17.4,33.5,3.53,2022-03-27,False,False,-7.950457,-34.853517,291.45
423,Boa Viagem,Flamboyant,Canteiro,Crítica,6.9,33.7,3.57,2022-02-06,False,True,-8.064506,-34.926143,116.27
424,Bomba do Hemetério,Cajueiro,Canteiro,Boa,13.1,87.5,24.05,2022-08-20,False,False,-8.159191,-34.907773,573.12
425,Casa Forte,Jaqueira,Parque,Boa,4.6,58.0,10.57,2022-12-07,False,True,-8.135988,-34.852654,133.4
426,Graças,Amendoeira (Terminalia catappa),Canteiro,Regular,6.1,83.0,21.64,2022-04-18,False,False,-8.025015,-34.93793,253.15
427,Graças,Sibipiruna,Área de lazer,Boa,12.7,106.9,35.9,2022-02-03,False,False,-8.145238,-34.903899,678.82
428,Monteiro,Oiti (Licania tomentosa),Calçada,Regular,6.7,90.5,25.73,2022-11-14,False,False,-7.955896,-34.969602,303.18
429,Jordão,Pau-brasil,Canteiro,Ruim,18.1,38.9,4.75,2022-08-10,False,False,-8.162246,-34.814481,352.05
430,Casa Forte,Amendoeira (Terminalia catappa),Parque,Regular,12.3,13.3,0.56,2022-12-10,True,False,-8.001693,-34.847375,81.8
431,Graças,Oiti (Licania tomentosa),Canteiro,Regular,5.2,126.4,50.19,2022-01-04,True,False,-8.116545,-34.995282,328.64
432,Arruda,Jaqueira,Área de lazer,Ruim,5.3,63.7,12.75,2022-03-04,True,False,-8.025339,-34.870472,168.81
433,Imbiribeira,Pau-brasil,Área de lazer,Regular,3.2,7.6,0.18,2022-01-14,True,False,-7.978486,-34.947553,12.16
434,Dois Unidos,Mangueira (Mangifera indica),Área de lazer,Boa,11.5,113.9,40.76,2022-07-21,False,False,-7.963633,-34.805554,654.93
435,Jordão,Castanhola,Área de lazer,Regular,4.7,104.5,34.31,2022-06-09,False,False,-8.058649,-34.934557,245.58
436,Casa Forte,Oiti (Licania tomentosa),Canteiro,Regular,8.2,121.7,46.53,2022-05-13,False,False,-8.133965,-34.808853,498.97
437,Bomba do Hemetério,Jaqueira,Calçada,Regular,4.6,116.7,42.78,2022-02-11,False,False,-8.099375,-34.978012,268.41
438,Imbiribeira,Mangueira (Mangifera indica),Canteiro,Boa,10.1,24.3,1.86,2022-12-01,False,False,-7.93012,-34.806108,122.72
439,Espinheiro,Ficus benjamina,Calçada,Ruim,7.2,37.3,4.37,2022-03-12,True,False,-8.069443,-34.978267,134.28
440,Graças,Amendoeira (Terminalia catappa),Área de lazer,Regular,13.5,137.2,59.14,2022-04-07,False,False,-7.995739,-34.79576,926.1
441,Espinheiro,Pau-brasil,Canteiro,Crítica,12.2,146.2,67.15,2022-04-15,False,False,-7.972221,-34.994237,891.82
442,Dois Unidos,Castanhola,Área de lazer,Boa,14.6,22.1,1.53,2022-11-02,False,False,-8.075665,-34.876071,161.33
443,Dois Unidos,Cajueiro,Calçada,Boa,15.5,85.4,22.91,2022-09-28,True,False,-8.066329,-35.002434,661.85
444,Graças,Ficus benjamina,Calçada,Ruim,2.5,49.1,7.57,2022-04-17,False,False,-8.019074,-34.83488,61.38
445,Casa Forte,Cajueiro,Praça,Boa,6.6,74.5,17.44,2022-08-02,False,False,-7.972371,-34.95218,245.85
446,Beberibe,Amendoeira (Terminalia catappa),Canteiro,Boa,3.3,139.6,61.22,2022-05-17,False,True,-8.024897,-34.875008,230.34
447,Beberibe,Ficus benjamina,Canteiro,Boa,12.5,48.3,7.33,2022-03-19,False,False,-8.112063,-34.810962,301.88
448,Imbiribeira,Pau-brasil,Parque,Ruim,4.9,37.6,4.44,2022-05-12,True,True,-8.038258,-34.962971,92.12
449,Jordão,Amendoeira (Terminalia catappa),Praça,Regular,18.0,72.1,16.33,2022-02-16,True,True,-8.029132,-34.794612,648.9
450,Imbiribeira,Pau-brasil,Área de lazer,Regular,17.0,112.1,39.48,2022-02-14,True,False,-7.940776,-34.825611,952.85
451,Espinheiro,Amendoeira (Terminalia catappa),Canteiro,Boa,12.9,43.2,5.86,2022-10-05,False,False,-8.163744,-34.914524,278.64
452,Bomba do Hemetério,Mangueira (Mangifera indica),Área de lazer,Regular,4.0,97.7,29.99,2022-03-17,True,False,-8.101488,-34.807905,195.4
453,Pina,Castanhola,Parque,Regular,18.2,64.1,12.91,2022-05-04,False,False,-8.000838,-34.788874,583.31
454,Casa Forte,Pau-brasil,Calçada,Boa,16.2,68.2,14.61,2022-01-24,True,False,-8.164896,-34.867039,552.42
455,Jordão,Sibipiruna,Praça,Boa,18.4,142.3,63.61,2022-01-09,False,False,-8.157144,-34.951547,1309.16
456,Arruda,Castanhola,Parque,Boa,7.8,13.2,0.55,2022-08-24,True,False,-8.097528,-34.952589,51.48
457,Jordão,Jaqueira,Calçada,Boa,2.3,108.3,36.85,2022-03-14,True,True,-8.093185,-34.813079,124.54
458,Água Fria,Jaqueira,Praça,Crítica,18.3,133.7,56.16,2022-09-21,False,True,-8.099112,-34.991288,1223.36
459,Ibura,Oiti (Licania tomentosa),Área de lazer,Boa,12.8,37.7,4.47,2022-09-05,True,False,-8.095893,-34.952928,241.28
460,Beberibe,Mangueira (Mangifera indica),Praça,Ruim,12.7,82.6,21.43,2022-11-25,True,False,-7.930284,-34.930277,524.51
461,Arruda,Jaqueira,Calçada,Boa,10.8,80.5,20.36,2022-10-10,True,False,-8.079237,-34.830456,434.7
462,Beberibe,Castanhola,Praça,Regular,4.3,120.0,45.24,2022-03-07,True,False,-8.120952,-34.936221,258.0
463,Imbiribeira,Sibipiruna,Praça,Boa,2.1,145.3,66.33,2022-04-19,False,False,-8.157399,-34.90609,152.57
464,Apipucos,Cajueiro,Praça,Ruim,13.1,17.7,0.98,2022-08-17,False,False,-8.136189,-34.809031,115.93
465,Imbiribeira,Amendoeira (Terminalia catappa),Calçada,Regular,16.7,116.8,42.86,2022-05-14,False,False,-8.067114,-34.949801,975.28
466,Imbiribeira,Oiti (Licania tomentosa),Calçada,Regular,15.9,14.7,0.68,2022-12-22,False,False,-7.965187,-34.948436,116.86
467,Jordão,Flamboyant,Praça,Regular,13.0,62.2,12.15,2022-08-19,False,True,-7.981689,-34.924938,404.3
468,Graças,Ficus benjamina,Canteiro,Regular,9.5,28.8,2.61,2022-09-07,False,False,-7.964042,-34.82464,136.8
469,Monteiro,Jaqueira,Parque,Crítica,2.7,24.4,1.87,2022-12-28,True,False,-8.037354,-34.809442,32.94
470,Casa Forte,Amendoeira (Terminalia catappa),Canteiro,Regular,3.6,142.6,63.88,2022-04-19,True,False,-7.982746,-34.933048,256.68
471,Apipucos,Sibipiruna,Canteiro,Ruim,13.6,118.3,43.97,2022-09-10,True,False,-8.163829,-35.01421,804.44
472,Dois Unidos,Ficus benjamina,Praça,Boa,11.2,45.9,6.62,2022-07-22,False,False,-7.978828,-34.909094,257.04
473,Monteiro,Oiti (Licania tomentosa),Área de lazer,Regular,4.8,40.5,5.15,2022-02-07,False,True,-8.130613,-34.998525,97.2
474,Arruda,Pau-brasil,Canteiro,Boa,17.1,67.3,14.23,2022-10-06,False,False,-8.160776,-34.902118,575.42
475,Boa Viagem,Sibipiruna,Parque,Ruim,13.0,132.5,55.15,2022-04-18,False,False,-8.161079,-34.80699,861.25
476,Monteiro,Cajueiro,Canteiro,Regular,5.3,59.8,11.23,2022-05-28,False,False,-8.061405,-34.855984,158.47
477,Arruda,Pau-brasil,Calçada,Ruim,19.2,30.0,2.83,2022-09-10,True,False,-8.052355,-34.873957,288.0
478,Dois Unidos,Flamboyant,Canteiro,Boa,4.9,26.7,2.24,2022-11-23,True,False,-8.154581,-34.942992,65.42
479,Graças,Pau-brasil,Parque,Boa,18.9,46.9,6.91,2022-05-19,False,True,-8.054873,-34.845257,443.2
480,Beberibe,Sibipiruna,Praça,Ruim,10.7,135.8,57.94,2022-03-21,True,False,-8.114029,-34.806165,726.53
481,Boa Viagem,Oiti (Licania tomentosa),Praça,Ruim,3.6,7.5,0.18,2022-12-05,False,False,-7.964565,-34.947631,13.5
482,Imbiribeira,Oiti (Licania tomentosa),Canteiro,Boa,4.6,91.7,26.42,2022-05-06,False,False,-8.103389,-35.017214,210.91
483,Ibura,Pau-brasil,Área de lazer,Boa,6.2,95.1,28.41,2022-02-28,False,True,-7.952013,-34.93799,294.81
484,Água Fria,Pau-brasil,Área de lazer,Ruim,6.4,12.3,0.48,2022-07-16,False,False,-7.934355,-34.981118,39.36
485,Casa Forte,Amendoeira (Terminalia catappa),Área de lazer,Crítica,8.7,52.3,8.59,2022-06-27,False,False,-7.948476,-34.803608,227.5
486,Bomba do Hemetério,Jaqueira,Área de lazer,Ruim,19.9,29.9,2.81,2022-12-10,False,False,-7.942467,-34.814535,297.5
487,Bomba do Hemetério,Pau-brasil,Canteiro,Boa,15.6,96.4,29.19,2022-02-04,True,False,-8.138439,-34.880579,751.92
488,Dois Unidos,Castanhola,Praça,Boa,4.0,140.8,62.28,2022-05-22,True,False,-8.063779,-34.803321,281.6
489,Bomba do Hemetério,Ficus benjamina,Praça,Boa,15.2,48.9,7.51,2022-07-13,False,False,-8.071463,-35.019027,371.64
490,Ibura,Oiti (Licania tomentosa),Canteiro,Boa,8.8,113.9,40.76,2022-12-13,False,False,-8.079027,-34.841044,501.16
491,Imbiribeira,Jaqueira,Canteiro,Boa,8.6,16.5,0.86,2022-08-09,False,False,-8.143239,-34.818384,70.95
492,Monteiro,Oiti (Licania tomentosa),Área de lazer,Ruim,15.2,77.8,19.02,2022-08-21,False,False,-8.104032,-34.930552,591.28
493,Imbiribeira,Cajueiro,Parque,Crítica,4.8,134.0,56.41,2022-09-28,False,False,-7.985745,-34.999626,321.6
494,Pina,Cajueiro,Praça,Boa,9.1,87.6,24.11,2022-05-15,False,False,-8.128494,-34.867776,398.58
495,Arruda,Amendoeira (Terminalia catappa),Canteiro,Regular,16.1,97.6,29.93,2022-12-20,False,False,-8.047204,-34.888169,785.68
496,Água Fria,Oiti (Licania tomentosa),Área de lazer,Boa,3.0,94.9,28.29,2022-07-06,False,False,-8.04622,-34.790035,142.35
497,Bomba do Hemetério,Sibipiruna,Parque,Regular,19.5,130.2,53.26,2022-12-10,True,False,-8.003484,-34.932381,1269.45
498,Imbiribeira,Castanhola,Praça,Boa,13.7,91.5,26.3,2022-07-07,True,False,-8.115024,-34.796163,626.77
499,Beberibe,Jaqueira,Praça,Boa,12.4,92.3,26.76,2022-12-22,False,False,-7.937745,-34.986533,572.26
500,Beberibe,Ficus benjamina,Canteiro,Boa,16.1,123.5,47.92,2022-06-01,False,False,-8.077372,-34.795835,994.18
501,Ibura,Flamboyant,Canteiro,Regular,6.6,116.2,42.42,2022-12-05,True,False,-8.168976,-35.005675,383.46
502,Boa Viagem,Sibipiruna,Canteiro,Ruim,15.7,67.2,14.19,2022-06-05,False,False,-8.167652,-34.996169,527.52
503,Apipucos,Pau-brasil,Canteiro,Boa,14.4,116.3,42.49,2022-08-14,False,False,-7.9383,-34.931249,837.36
504,Ibura,Castanhola,Calçada,Regular,4.6,141.2,62.64,2022-05-19,False,False,-7.937614,-34.890825,324.76
505,Jordão,Castanhola,Parque,Ruim,13.2,84.7,22.54,2022-12-13,True,False,-7.942004,-35.01533,559.02
506,Beberibe,Flamboyant,Canteiro,Ruim,3.7,60.8,11.61,2022-06-09,True,True,-8.076532,-34.94717,112.48
507,Arruda,Oiti (Licania tomentosa),Parque,Boa,5.5,123.3,47.76,2022-05-20,False,False,-8.034848,-34.949861,339.07
508,Imbiribeira,Jaqueira,Calçada,Ruim,4.3,103.9,33.91,2022-11-13,False,False,-8.053429,-34.930361,223.38
509,Pina,Amendoeira (Terminalia catappa),Canteiro,Boa,2.2,28.0,2.46,2022-11-17,False,False,-8.013964,-34.970648,30.8
510,Imbiribeira,Castanhola,Praça,Boa,19.2,126.4,50.19,2022-08-21,False,False,-8.116307,-34.862261,1213.44
511,Imbiribeira,Pau-brasil,Parque,Boa,4.0,119.9,45.16,2022-09-07,False,True,-7.937561,-34.890321,239.8
512,Jordão,Cajueiro,Praça,Regular,16.5,59.8,11.23,2022-09-13,False,False,-8.013506,-34.88699,493.35
513,Bomba do Hemetério,Jaqueira,Canteiro,Regular,12.1,128.6,51.96,2022-01-25,False,False,-8.102128,-34.819432,778.03
514,Graças,Pau-brasil,Canteiro,Boa,18.8,102.9,33.26,2022-07-16,False,False,-8.07919,-34.819315,967.26
515,Jordão,Sibipiruna,Parque,Regular,13.3,61.6,11.92,2022-03-08,False,False,-8.043671,-34.925774,409.64
516,Beberibe,Sibipiruna,Calçada,Ruim,3.2,65.2,13.36,2022-09-08,True,False,-8.143476,-34.881594,104.32
517,Pina,Sibipiruna,Calçada,Boa,8.0,21.4,1.44,2022-08-08,True,False,-8.132907,-35.004457,85.6
518,Boa Viagem,Sibipiruna,Canteiro,Regular,16.2,135.1,57.34,2022-10-27,True,False,-7.936604,-34.88565,1094.31
519,Graças,Amendoeira (Terminalia catappa),Parque,Ruim,2.1,71.6,16.11,2022-01-11,False,True,-8.168766,-34.96144,75.18
520,Jordão,Sibipiruna,Calçada,Crítica,7.7,14.1,0.62,2022-04-10,False,False,-8.10521,-34.965212,54.28
521,Bomba do Hemetério,Jaqueira,Parque,Boa,10.8,98.8,30.67,2022-03-07,False,False,-7.996749,-34.952724,533.52
522,Imbiribeira,Amendoeira (Terminalia catappa),Canteiro,Boa,3.9,36.7,4.23,2022-01-26,False,False,-8.092649,-34.952854,71.56
523,Apipucos,Flamboyant,Praça,Boa,17.4,124.1,48.38,2022-06-09,False,False,-8.150944,-34.867053,1079.67
524,Imbiribeira,Pau-brasil,Parque,Regular,3.7,83.8,22.06,2022-05-10,False,False,-8.158226,-34.789655,155.03
525,Pina,Oiti (Licania tomentosa),Parque,Boa,2.1,35.4,3.94,2022-08-06,False,False,-8.166328,-35.01009,37.17
526,Imbiribeira,Pau-brasil,Calçada,Crítica,4.7,74.0,17.2,2022-09-20,False,False,-8.162991,-34.870861,173.9
527,Casa Forte,Flamboyant,Área de lazer,Boa,16.6,113.3,40.33,2022-10-11,False,True,-8.102577,-34.875029,940.39
528,Casa Forte,Amendoeira (Terminalia catappa),Calçada,Regular,18.3,67.3,14.23,2022-03-18,True,False,-8.017318,-34.915019,615.79
529,Boa Viagem,Amendoeira (Terminalia catappa),Parque,Boa,3.7,82.8,21.54,2022-12-22,True,False,-8.06789,-34.894437,153.18
530,Casa Forte,Amendoeira (Terminalia catappa),Calçada,Boa,7.4,106.6,35.7,2022-09-02,False,False,-8.073869,-34.988462,394.42
531,Imbiribeira,Amendoeira (Terminalia catappa),Calçada,Boa,8.7,77.1,18.67,2022-05-09,False,False,-8.022601,-34.903539,335.38
532,Boa Viagem,Pau-brasil,Calçada,Ruim,7.9,5.5,0.1,2022-11-03,False,False,-8.169928,-34.905088,21.73
533,Pina,Amendoeira (Terminalia catappa),Canteiro,Boa,8.9,112.8,39.97,2022-08-27,False,False,-7.983128,-34.780126,501.96
534,Beberibe,Oiti (Licania tomentosa),Parque,Boa,11.6,58.8,10.86,2022-02-09,False,False,-8.149656,-34.802812,341.04
535,Ibura,Sibipiruna,Parque,Regular,11.3,59.0,10.94,2022-07-04,False,False,-8.089672,-34.898444,333.35
536,Boa Viagem,Flamboyant,Praça,Crítica,3.4,87.1,23.83,2022-01-10,False,False,-8.086656,-34.949635,148.07
537,Água Fria,Sibipiruna,Calçada,Boa,2.2,114.7,41.33,2022-02-03,False,False,-7.961337,-34.993548,126.17
538,Imbiribeira,Pau-brasil,Canteiro,Ruim,15.3,94.4,28.0,2022-05-08,False,False,-8.045608,-34.790515,722.16
539,Espinheiro,Cajueiro,Calçada,Ruim,8.0,94.2,27.88,2022-11-27,False,True,-7.95648,-34.869914,376.8
540,Dois Unidos,Flamboyant,Parque,Boa,18.6,59.5,11.12,2022-12-20,False,False,-8.000912,-34.854022,553.35
541,Bomba do Hemetério,Sibipiruna,Canteiro,Crítica,5.6,125.6,49.56,2022-07-28,False,False,-8.049268,-35.018345,351.68
542,Casa Forte,Castanhola,Praça,Boa,17.1,84.4,22.38,2022-04-11,False,False,-8.063392,-35.002958,721.62
543,Monteiro,Pau-brasil,Área de lazer,Ruim,12.6,139.5,61.14,2022-12-14,False,False,-7.956132,-34.801232,878.85
544,Ibura,Cajueiro,Calçada,Ruim,4.8,46.0,6.65,2022-10-26,True,True,-7.994536,-34.994558,110.4
545,Espinheiro,Cajueiro,Calçada,Boa,10.2,73.4,16.93,2022-06-20,True,False,-8.049905,-34.803844,374.34
546,Imbiribeira,Mangueira (Mangifera indica),Praça,Boa,10.2,145.5,66.51,2022-01-21,False,False,-8.130923,-34.96029,742.05
547,Arruda,Jaqueira,Parque,Boa,18.9,52.4,8.63,2022-09-05,False,False,-8.005189,-34.960554,495.18
548,Jordão,Flamboyant,Parque,Regular,10.0,30.0,2.83,2022-06-09,False,False,-7.983126,-34.796612,150.0
549,Água Fria,Sibipiruna,Praça,Crítica,2.7,52.2,8.56,2022-03-03,False,False,-8.032296,-35.015487,70.47
550,Pina,Oiti (Licania tomentosa),Canteiro,Boa,17.5,87.6,24.11,2022-10-23,False,False,-7.992183,-34.789521,766.5
551,Bomba do Hemetério,Cajueiro,Canteiro,Boa,9.7,91.7,26.42,2022-08-24,False,False,-7.982624,-34.837092,444.75
552,Bomba do Hemetério,Ficus benjamina,Parque,Ruim,8.9,109.5,37.67,2022-09-20,False,False,-8.128143,-34.927272,487.28
553,Arruda,Flamboyant,Calçada,Regular,19.7,126.4,50.19,2022-01-20,False,False,-8.067712,-34.8315,1245.04
554,Dois Unidos,Sibipiruna,Área de lazer,Boa,10.2,128.3,51.71,2022-04-03,True,False,-8.100951,-34.882738,654.33
555,Boa Viagem,Cajueiro,Calçada,Regular,13.6,36.6,4.21,2022-06-05,False,True,-8.050362,-34.910751,248.88
556,Graças,Cajueiro,Praça,Boa,3.6,21.6,1.47,2022-11-19,False,False,-8.164062,-34.958211,38.88
557,Apipucos,Mangueira (Mangifera indica),Calçada,Boa,3.9,98.4,30.42,2022-05-03,True,False,-7.945766,-34.784685,191.88
558,Jordão,Cajueiro,Parque,Regular,4.5,33.4,3.5,2022-12-27,False,False,-7.98884,-35.010405,75.15
559,Água Fria,Flamboyant,Calçada,Regular,18.3,70.4,15.57,2022-05-21,True,False,-8.133801,-34.788159,644.16
560,Apipucos,Oiti (Licania tomentosa),Parque,Boa,4.3,56.5,10.03,2022-03-20,False,False,-8.138187,-34.995904,121.47
561,Espinheiro,Flamboyant,Parque,Boa,15.6,82.7,21.49,2022-10-03,False,False,-7.996787,-34.937951,645.06
562,Bomba do Hemetério,Jaqueira,Canteiro,Regular,11.5,142.1,63.44,2022-02-19,False,False,-8.142876,-34.837851,817.07
563,Dois Unidos,Ficus benjamina,Calçada,Ruim,15.4,100.6,31.79,2022-12-01,False,False,-8.138092,-34.784741,774.62
564,Espinheiro,Jaqueira,Calçada,Boa,19.7,141.7,63.08,2022-04-09,False,False,-8.098285,-34.850746,1395.74
565,Imbiribeira,Oiti (Licania tomentosa),Área de lazer,Boa,18.3,54.2,9.23,2022-07-09,False,False,-8.080032,-34.913859,495.93
566,Água Fria,Jaqueira,Canteiro,Ruim,8.7,146.5,67.43,2022-09-08,False,False,-8.047394,-34.951176,637.27
567,Imbiribeira,Ficus benjamina,Praça,Boa,2.8,95.6,28.71,2022-08-08,True,False,-7.946894,-34.849002,133.84
568,Dois Unidos,Mangueira (Mangifera indica),Calçada,Boa,10.9,133.8,56.24,2022-09-07,False,False,-8.155621,-34.965789,729.21
569,Boa Viagem,Sibipiruna,Calçada,Boa,8.2,103.0,33.33,2022-02-22,True,False,-8.052768,-34.951963,422.3
570,Casa Forte,Amendoeira (Terminalia catappa),Área de lazer,Ruim,19.6,125.0,49.09,2022-07-19,False,False,-8.082072,-34.917008,1225.0
571,Monteiro,Amendoeira (Terminalia catappa),Parque,Boa,5.2,76.3,18.29,2022-11-18,False,False,-8.110016,-34.91493,198.38
572,Bomba do Hemetério,Jaqueira,Calçada,Boa,13.2,54.9,9.47,2022-07-05,False,False,-8.131887,-34.952058,362.34
573,Bomba do Hemetério,Sibipiruna,Parque,Regular,11.5,62.3,12.19,2022-01-06,False,False,-8.061856,-34.845063,358.22
574,Ibura,Pau-brasil,Canteiro,Crítica,5.6,96.8,29.44,2022-09-28,True,False,-8.106735,-34.841032,271.04
575,Apipucos,Sibipiruna,Área de lazer,Boa,14.7,50.5,8.01,2022-06-21,True,False,-7.971898,-34.802162,371.17
576,Monteiro,Mangueira (Mangifera indica),Parque,Crítica,16.7,36.0,4.07,2022-05-21,False,True,-8.106309,-34.869316,300.6
577,Monteiro,Sibipiruna,Parque,Crítica,7.8,144.9,65.96,2022-03-15,False,False,-8.052155,-34.820363,565.11
578,Dois Unidos,Mangueira (Mangifera indica),Canteiro,Boa,16.0,81.0,20.61,2022-12-25,False,True,-7.968359,-34.857235,648.0
579,Dois Unidos,Ficus benjamina,Parque,Regular,5.7,39.9,5.0,2022-06-19,False,False,-8.024237,-34.925187,113.72
580,Boa Viagem,Oiti (Licania tomentosa),Praça,Regular,14.4,71.9,16.24,2022-10-24,True,False,-8.008305,-34.903781,517.68
581,Boa Viagem,Mangueira (Mangifera indica),Parque,Boa,3.9,86.0,23.24,2022-01-17,False,False,-8.09347,-34.867531,167.7
582,Graças,Cajueiro,Praça,Boa,17.4,87.7,24.16,2022-10-05,False,False,-7.950365,-34.852062,762.99
583,Espinheiro,Flamboyant,Canteiro,Regular,16.6,101.5,32.37,2022-09-05,False,False,-8.121625,-34.965518,842.45
584,Espinheiro,Pau-brasil,Calçada,Regular,10.2,91.3,26.19,2022-05-22,True,False,-8.068221,-34.832723,465.63
585,Espinheiro,Cajueiro,Praça,Boa,10.5,123.1,47.61,2022-11-16,False,False,-7.948933,-34.961395,646.27
586,Apipucos,Sibipiruna,Parque,Ruim,8.7,20.2,1.28,2022-11-09,True,True,-7.94014,-34.800609,87.87
587,Graças,Jaqueira,Parque,Boa,14.8,14.6,0.67,2022-02-03,True,False,-8.02165,-35.00703,108.04
588,Pina,Pau-brasil,Praça,Ruim,11.2,143.0,64.24,2022-07-10,True,True,-7.986642,-34.783953,800.8
589,Ibura,Cajueiro,Calçada,Boa,16.5,119.2,44.64,2022-02-08,True,False,-8.056114,-34.834411,983.4
590,Água Fria,Flamboyant,Calçada,Boa,4.2,118.6,44.19,2022-08-27,True,False,-8.137759,-34.941405,249.06
591,Espinheiro,Sibipiruna,Área de lazer,Regular,18.4,104.1,34.04,2022-02-09,False,False,-8.035543,-34.895598,957.72
592,Apipucos,Cajueiro,Área de lazer,Crítica,18.4,115.2,41.69,2022-02-14,False,True,-8.015096,-34.909372,1059.84
593,Arruda,Cajueiro,Área de lazer,Regular,4.7,135.3,57.51,2022-03-28,True,False,-7.97368,-34.876712,317.96
594,Casa Forte,Oiti (Licania tomentosa),Praça,Boa,13.9,62.3,12.19,2022-10-20,False,True,-8.163564,-34.998098,432.99
595,Apipucos,Castanhola,Calçada,Boa,18.7,121.3,46.22,2022-08-04,True,False,-8.105455,-34.786368,1134.15
596,Espinheiro,Flamboyant,Canteiro,Boa,15.2,33.4,3.5,2022-07-18,False,False,-8.169426,-34.859794,253.84
597,Imbiribeira,Castanhola,Parque,Regular,6.7,80.0,20.11,2022-10-02,False,False,-8.103181,-34.952104,268.0
598,Imbiribeira,Pau-brasil,Calçada,Ruim,17.7,40.9,5.26,2022-12-17,False,False,-8.144736,-34.976018,361.96
599,Boa Viagem,Flamboyant,Parque,Boa,14.3,69.1,15.0,2022-11-26,True,False,-8.120433,-34.866044,494.06
600,Beberibe,Cajueiro,Praça,Boa,12.3,24.0,1.81,2022-02-18,True,False,-8.169964,-34.864212,147.6
601,Monteiro,Mangueira (Mangifera indica),Calçada,Crítica,5.7,141.1,62.55,2022-07-20,False,True,-8.159145,-34.895853,402.13
602,Monteiro,Flamboyant,Canteiro,Regular,9.0,90.0,25.45,2022-05-02,False,True,-7.955363,-35.012456,405.0
603,Dois Unidos,Cajueiro,Parque,Crítica,17.3,13.2,0.55,2022-05-25,False,False,-8.129085,-34.832543,114.18
604,Graças,Cajueiro,Área de lazer,Regular,18.3,90.9,25.96,2022-09-03,False,False,-8.008776,-34.940454,831.74
605,Imbiribeira,Pau-brasil,Parque,Regular,18.5,92.2,26.71,2022-11-08,False,False,-8.047449,-34.892301,852.85
606,Apipucos,Pau-brasil,Calçada,Boa,14.2,93.8,27.64,2022-09-11,False,False,-7.967984,-34.87785,665.98
607,Monteiro,Ficus benjamina,Praça,Boa,18.1,66.2,13.77,2022-07-01,True,False,-7.931665,-34.844585,599.11
608,Beberibe,Ficus benjamina,Praça,Crítica,19.4,120.1,45.31,2022-09-04,False,False,-8.133834,-34.840678,1164.97
609,Água Fria,Castanhola,Parque,Ruim,16.4,39.3,4.85,2022-03-15,True,False,-7.969548,-34.935807,322.26
610,Dois Unidos,Amendoeira (Terminalia catappa),Canteiro,Boa,18.7,72.4,16.47,2022-05-04,False,False,-7.986591,-34.806684,676.94
611,Arruda,Cajueiro,Praça,Boa,17.4,12.1,0.46,2022-10-15,False,False,-8.066161,-34.944892,105.27
612,Graças,Ficus benjamina,Canteiro,Regular,19.9,145.2,66.23,2022-01-05,False,False,-8.009245,-34.991139,1444.74
613,Arruda,Sibipiruna,Calçada,Ruim,16.7,142.2,63.53,2022-06-26,False,False,-8.142153,-34.863383,1187.37
614,Bomba do Hemetério,Jaqueira,Calçada,Boa,8.9,108.6,37.05,2022-02-19,False,False,-8.081613,-34.96535,483.27
615,Água Fria,Oiti (Licania tomentosa),Calçada,Boa,11.3,139.0,60.7,2022-03-14,False,False,-8.01778,-34.910918,785.35
616,Dois Unidos,Oiti (Licania tomentosa),Parque,Regular,7.7,51.1,8.2,2022-11-12,False,False,-8.06812,-34.910712,196.74
617,Beberibe,Amendoeira (Terminalia catappa),Parque,Boa,6.5,149.0,69.75,2022-10-13,True,False,-8.141515,-34.861366,484.25
618,Apipucos,Ficus benjamina,Praça,Boa,18.8,58.4,10.71,2022-06-24,True,False,-8.039826,-34.807135,548.96
619,Imbiribeira,Amendoeira (Terminalia catappa),Canteiro,Boa,11.6,27.9,2.45,2022-08-04,False,False,-7.966463,-34.792379,161.82
620,Casa Forte,Oiti (Licania tomentosa),Calçada,Ruim,9.3,137.0,58.96,2022-03-15,True,False,-8.099181,-34.827591,637.05
621,Jordão,Pau-brasil,Área de lazer,Regular,13.8,45.4,6.48,2022-06-01,False,False,-8.161579,-34.957088,313.26
622,Monteiro,Mangueira (Mangifera indica),Praça,Regular,7.7,127.6,51.15,2022-02-13,False,False,-7.976459,-34.813433,491.26
623,Dois Unidos,Cajueiro,Área de lazer,Regular,7.8,145.5,66.51,2022-05-13,False,False,-8.162041,-34.86904,567.45
