id,tipo_ocorrencia,bairro,nivel_risco_bairro,mes,ano,turno,vitimas,prisoes_efetuadas,latitude,longitude
547,Roubo a pedestre,Ibura,alto,9,2022,Tarde (12h-18h),2,0,-8.004694,-34.865637
548,Perturbação da ordem,Dois Unidos,alto,8,2023,Tarde (12h-18h),2,0,-7.987636,-34.975377
549,Arrombamento,Dois Unidos,alto,11,2023,Madrugada (00h-6h),0,0,-8.045289,-34.883541
550,Furto,Madalena,baixo,4,2022,Madrugada (00h-6h),1,0,-8.016385,-34.924326
551,Furto,Beberibe,alto,7,2022,Noite (18h-00h),1,0,-7.97298,-34.797136
552,Tráfico de drogas,Madalena,baixo,12,2022,Tarde (12h-18h),2,0,-8.076531,-34.935753
553,Furto,Água Fria,alto,10,2022,Tarde (12h-18h),1,0,-8.050604,-34.897617
554,Furto,Graças,baixo,6,2023,Noite (18h-00h),0,1,-8.064533,-34.91656
555,Lesão corporal,Casa Amarela,médio,4,2023,Manhã (6h-12h),0,1,-8.116303,-34.866002
556,Furto,Casa Forte,baixo,10,2022,Manhã (6h-12h),1,1,-7.943595,-34.961883
557,Tráfico de drogas,Torre,médio,10,2022,Manhã (6h-12h),1,1,-8.017313,-34.998541
558,Furto,Aflitos,baixo,8,2022,Noite (18h-00h),0,0,-8.123368,-34.861224
559,Tráfico de drogas,Ibura,alto,12,2022,Madrugada (00h-6h),1,1,-8.134079,-34.804829
560,Tráfico de drogas,Dois Unidos,alto,12,2023,Noite (18h-00h),0,0,-8.151408,-34.989298
561,Roubo a pedestre,Casa Amarela,médio,6,2022,Manhã (6h-12h),0,1,-8.144372,-34.868715
562,Furto,Torre,médio,9,2022,Manhã (6h-12h),1,0,-7.951486,-34.825086
563,Tráfico de drogas,Torre,médio,3,2023,Noite (18h-00h),1,0,-8.008672,-34.796644
564,Furto,Recife Antigo,médio,8,2022,Manhã (6h-12h),0,0,-8.088731,-34.946775
565,Furto,Água Fria,alto,6,2022,Tarde (12h-18h),2,0,-8.027556,-34.863771
566,Furto,Torre,médio,7,2023,Madrugada (00h-6h),1,0,-8.064334,-34.917503
567,Perturbação da ordem,Madalena,baixo,10,2022,Tarde (12h-18h),2,0,-8.039588,-34.926385
568,Furto,Casa Forte,baixo,11,2022,Noite (18h-00h),1,0,-7.993584,-34.857604
569,Furto,Dois Unidos,alto,2,2022,Tarde (12h-18h),3,1,-8.100694,-34.856144
570,Furto,Espinheiro,baixo,5,2022,Tarde (12h-18h),3,1,-8.084187,-34.9755
571,Roubo a veículo,Jordão,alto,1,2023,Tarde (12h-18h),0,1,-8.059306,-34.807379
572,Furto,Imbiribeira,médio,7,2023,Madrugada (00h-6h),2,0,-8.05395,-34.845025
573,Furto,Ibura,alto,12,2022,Tarde (12h-18h),2,0,-7.933825,-34.880872
574,Furto,Água Fria,alto,7,2022,Noite (18h-00h),0,1,-8.099759,-34.989351
575,Roubo a pedestre,Ibura,alto,2,2023,Tarde (12h-18h),1,0,-7.950441,-34.925663
576,Lesão corporal,Imbiribeira,médio,10,2023,Madrugada (00h-6h),3,0,-7.970434,-34.872517
577,Lesão corporal,Beberibe,alto,3,2022,Madrugada (00h-6h),1,0,-8.06525,-34.949773
578,Furto,Espinheiro,baixo,2,2023,Noite (18h-00h),1,1,-8.135164,-34.856884
579,Roubo a pedestre,Graças,baixo,10,2023,Manhã (6h-12h),0,1,-7.973455,-34.81463
580,Roubo a pedestre,Água Fria,alto,7,2023,Noite (18h-00h),2,0,-8.027099,-34.81877
581,Roubo a pedestre,Casa Forte,baixo,6,2022,Noite (18h-00h),1,0,-8.05446,-34.904779
582,Tráfico de drogas,Casa Forte,baixo,9,2023,Noite (18h-00h),3,0,-7.944654,-34.998499
583,Furto,Boa Viagem,médio,6,2023,Noite (18h-00h),0,0,-8.010899,-34.84444
584,Furto,Imbiribeira,médio,11,2022,Tarde (12h-18h),3,1,-8.010537,-34.834989
585,Roubo a pedestre,Espinheiro,baixo,7,2022,Noite (18h-00h),1,0,-8.035767,-34.894789
586,Tráfico de drogas,Recife Antigo,médio,6,2023,Noite (18h-00h),1,0,-7.938952,-34.997219
587,Furto,Aflitos,baixo,10,2022,Madrugada (00h-6h),1,1,-8.025077,-34.943352
588,Furto,Casa Amarela,médio,9,2022,Tarde (12h-18h),2,0,-8.005525,-34.975466
589,Roubo a veículo,Recife Antigo,médio,2,2023,Madrugada (00h-6h),0,0,-7.982013,-34.904709
590,Roubo a veículo,Boa Viagem,médio,8,2023,Noite (18h-00h),0,0,-8.095328,-34.952739
591,Lesão corporal,Casa Amarela,médio,2,2023,Noite (18h-00h),2,0,-8.138243,-34.925257
592,Furto,Torre,médio,9,2023,Noite (18h-00h),2,0,-8.103893,-34.93857
593,Furto,Aflitos,baixo,9,2022,Manhã (6h-12h),1,0,-8.005826,-34.832267
594,Furto,Graças,baixo,8,2022,Tarde (12h-18h),2,0,-8.022367,-34.881714
595,Perturbação da ordem,Madalena,baixo,9,2022,Tarde (12h-18h),3,1,-8.068593,-34.885135
596,Furto,Jordão,alto,11,2022,Madrugada (00h-6h),0,1,-8.164462,-34.810946
597,Homicídio,Jordão,alto,6,2022,Madrugada (00h-6h),3,1,-8.068151,-34.882446
598,Tráfico de drogas,Dois Unidos,alto,4,2023,Tarde (12h-18h),3,0,-8.133564,-34.950035
599,Roubo a veículo,Graças,baixo,8,2023,Noite (18h-00h),2,0,-8.081881,-35.004622
600,Perturbação da ordem,Torre,médio,10,2022,Madrugada (00h-6h),2,0,-8.053481,-34.899934
601,Lesão corporal,Recife Antigo,médio,11,2022,Noite (18h-00h),1,1,-8.001346,-34.964197
602,Tráfico de drogas,Graças,baixo,1,2023,Noite (18h-00h),1,0,-8.051819,-34.847692
603,Furto,Dois Unidos,alto,3,2023,Tarde (12h-18h),1,0,-8.127752,-34.905795
604,Furto,Imbiribeira,médio,5,2023,Noite (18h-00h),1,0,-8.161291,-35.014324
605,Perturbação da ordem,Casa Forte,baixo,5,2022,Noite (18h-00h),1,1,-7.960092,-34.824781
606,Roubo a veículo,Jordão,alto,6,2022,Manhã (6h-12h),1,1,-7.950382,-35.005549
607,Roubo a veículo,Casa Forte,baixo,6,2022,Noite (18h-00h),1,0,-7.939876,-34.892211
608,Furto,Casa Forte,baixo,5,2022,Noite (18h-00h),1,0,-7.978277,-34.830938
609,Roubo a veículo,Imbiribeira,médio,3,2022,Tarde (12h-18h),1,0,-7.973814,-34.817452
610,Arrombamento,Casa Forte,baixo,7,2023,Manhã (6h-12h),1,0,-8.075794,-34.849742
611,Roubo a veículo,Recife Antigo,médio,1,2022,Madrugada (00h-6h),1,0,-8.095104,-35.019292
612,Lesão corporal,Beberibe,alto,5,2023,Noite (18h-00h),2,1,-8.086968,-34.955751
613,Roubo a veículo,Aflitos,baixo,2,2023,Noite (18h-00h),1,0,-8.123608,-35.016656
614,Furto,Aflitos,baixo,1,2022,Manhã (6h-12h),1,0,-8.022237,-34.887542
615,Furto,Recife Antigo,médio,5,2023,Noite (18h-00h),1,0,-7.965728,-34.792957
616,Lesão corporal,Imbiribeira,médio,6,2023,Tarde (12h-18h),2,0,-8.044883,-34.89561
617,Furto,Madalena,baixo,7,2023,Noite (18h-00h),1,0,-8.090678,-34.940755
618,Roubo a veículo,Espinheiro,baixo,12,2023,Madrugada (00h-6h),1,1,-8.015199,-35.007825
619,Furto,Casa Forte,baixo,12,2023,Manhã (6h-12h),0,1,-8.125599,-34.932235
620,Furto,Boa Viagem,médio,4,2022,Noite (18h-00h),1,0,-7.951615,-35.001287
621,Furto,Madalena,baixo,11,2022,Manhã (6h-12h),0,0,-8.0257,-34.988976
622,Roubo a veículo,Casa Amarela,médio,6,2023,Tarde (12h-18h),1,1,-8.034037,-35.015385
623,Roubo a pedestre,Jordão,alto,2,2023,Manhã (6h-12h),1,0,-8.045469,-34.960849
624,Roubo a pedestre,Jordão,alto,7,2023,Noite (18h-00h),2,0,-8.028761,-34.88965
625,Furto,Madalena,baixo,3,2022,Manhã (6h-12h),0,1,-7.961387,-34.865158
626,Furto,Graças,baixo,7,2023,Manhã (6h-12h),0,1,-8.004296,-34.90344
627,Lesão corporal,Dois Unidos,alto,6,2023,Noite (18h-00h),0,0,-7.996326,-34.875522
628,Roubo a veículo,Graças,baixo,5,2022,Madrugada (00h-6h),1,0,-8.108157,-34.974064
629,Roubo a pedestre,Casa Forte,baixo,6,2023,Noite (18h-00h),3,0,-8.043778,-34.918022
630,Tráfico de drogas,Beberibe,alto,6,2022,Madrugada (00h-6h),1,0,-8.126234,-34.806276
631,Tráfico de drogas,Recife Antigo,médio,11,2023,Madrugada (00h-6h),1,1,-8.157007,-34.992501
632,Roubo a pedestre,Jordão,alto,12,2022,Tarde (12h-18h),3,0,-8.08502,-34.803853
633,Lesão corporal,Jordão,alto,4,2022,Manhã (6h-12h),1,0,-8.156861,-34.843424
634,Lesão corporal,Boa Viagem,médio,10,2022,Noite (18h-00h),0,1,-7.966829,-34.969949
635,Furto,Espinheiro,baixo,5,2022,Noite (18h-00h),2,0,-8.138493,-35.019591
636,Arrombamento,Madalena,baixo,4,2023,Tarde (12h-18h),0,0,-7.939517,-34.962377
637,Tráfico de drogas,Recife Antigo,médio,9,2023,Tarde (12h-18h),2,0,-8.093853,-35.012116
638,Tráfico de drogas,Beberibe,alto,3,2022,Noite (18h-00h),1,1,-7.964544,-34.99345
639,Perturbação da ordem,Imbiribeira,médio,1,2022,Tarde (12h-18h),2,0,-8.118762,-34.918796
640,Roubo a veículo,Torre,médio,8,2023,Noite (18h-00h),0,1,-8.093733,-34.868445
641,Arrombamento,Recife Antigo,médio,10,2022,Noite (18h-00h),1,1,-7.970693,-34.994514
642,Furto,Madalena,baixo,7,2022,Tarde (12h-18h),1,0,-7.999022,-34.895908
643,Tráfico de drogas,Jordão,alto,5,2022,Tarde (12h-18h),1,0,-7.960813,-34.845117
644,Furto,Água Fria,alto,5,2022,Madrugada (00h-6h),0,1,-8.040051,-34.838386
645,Furto,Casa Forte,baixo,11,2023,Tarde (12h-18h),0,1,-7.944715,-34.951508
646,Lesão corporal,Boa Viagem,médio,10,2023,Madrugada (00h-6h),0,0,-8.127153,-34.908673
647,Roubo a pedestre,Aflitos,baixo,6,2023,Tarde (12h-18h),0,1,-7.989881,-34.990014
648,Furto,Água Fria,alto,4,2022,Tarde (12h-18h),0,0,-8.140889,-34.902911
649,Furto,Aflitos,baixo,7,2023,Noite (18h-00h),1,1,-8.015249,-34.78919
650,Lesão corporal,Casa Forte,baixo,2,2023,Noite (18h-00h),1,0,-8.125453,-34.815754
651,Roubo a pedestre,Casa Amarela,médio,1,2022,Madrugada (00h-6h),1,0,-8.01291,-34.869213
652,Furto,Aflitos,baixo,12,2023,Manhã (6h-12h),1,0,-8.097757,-34.8273
653,Roubo a pedestre,Imbiribeira,médio,3,2022,Noite (18h-00h),1,0,-8.058081,-34.963476
654,Roubo a pedestre,Casa Amarela,médio,1,2023,Tarde (12h-18h),0,0,-8.035416,-34.847463
655,Tráfico de drogas,Beberibe,alto,8,2022,Tarde (12h-18h),1,0,-8.081776,-34.9201
656,Furto,Dois Unidos,alto,6,2023,Tarde (12h-18h),0,1,-8.103434,-34.87869
657,Furto,Torre,médio,1,2022,Noite (18h-00h),1,1,-7.998312,-34.81656
658,Roubo a pedestre,Dois Unidos,alto,3,2023,Manhã (6h-12h),1,0,-8.006726,-34.86502
659,Roubo a pedestre,Boa Viagem,médio,3,2022,Tarde (12h-18h),1,0,-7.963281,-34.963313
660,Furto,Dois Unidos,alto,9,2022,Tarde (12h-18h),1,0,-8.078662,-34.997137
661,Roubo a pedestre,Casa Forte,baixo,2,2023,Manhã (6h-12h),2,0,-7.935908,-34.923496
662,Furto,Graças,baixo,3,2022,Tarde (12h-18h),1,0,-8.110901,-34.86344
663,Roubo a veículo,Torre,médio,4,2022,Noite (18h-00h),1,1,-8.15913,-34.902762
664,Lesão corporal,Água Fria,alto,9,2023,Madrugada (00h-6h),0,0,-8.141878,-34.800339
665,Roubo a veículo,Boa Viagem,médio,1,2022,Madrugada (00h-6h),1,0,-7.971819,-34.833208
666,Furto,Jordão,alto,8,2022,Madrugada (00h-6h),0,0,-8.045299,-34.86407
667,Furto,Água Fria,alto,1,2022,Tarde (12h-18h),1,0,-7.971215,-34.912441
668,Homicídio,Beberibe,alto,8,2023,Manhã (6h-12h),1,0,-8.115962,-34.890839
669,Roubo a pedestre,Água Fria,alto,2,2023,Noite (18h-00h),1,0,-8.132247,-34.978134
670,Furto,Casa Amarela,médio,5,2023,Manhã (6h-12h),2,1,-8.124033,-35.018998
671,Furto,Casa Amarela,médio,12,2023,Manhã (6h-12h),0,1,-8.102343,-34.792361
672,Roubo a pedestre,Imbiribeira,médio,10,2022,Noite (18h-00h),1,0,-8.133412,-34.825639
673,Furto,Recife Antigo,médio,2,2022,Noite (18h-00h),2,0,-7.954256,-34.962226
674,Roubo a veículo,Boa Viagem,médio,1,2023,Noite (18h-00h),0,0,-8.000495,-34.829773
675,Roubo a veículo,Dois Unidos,alto,1,2023,Noite (18h-00h),1,0,-8.112151,-34.811782
676,Furto,Água Fria,alto,4,2022,Madrugada (00h-6h),2,0,-8.035238,-34.824206
677,Furto,Recife Antigo,médio,4,2022,Manhã (6h-12h),0,1,-8.040568,-34.880651
678,Furto,Torre,médio,5,2022,Noite (18h-00h),1,0,-8.077038,-34.914407
679,Furto,Boa Viagem,médio,6,2022,Noite (18h-00h),2,0,-7.992467,-34.985063
680,Lesão corporal,Casa Amarela,médio,5,2022,Madrugada (00h-6h),2,0,-7.93595,-34.823203
681,Arrombamento,Espinheiro,baixo,12,2023,Manhã (6h-12h),2,0,-8.140845,-34.80182
682,Roubo a veículo,Água Fria,alto,1,2023,Noite (18h-00h),1,0,-8.138606,-34.984356
683,Arrombamento,Boa Viagem,médio,6,2022,Manhã (6h-12h),1,0,-8.069496,-34.828214
684,Roubo a veículo,Jordão,alto,6,2022,Tarde (12h-18h),3,0,-8.039896,-34.871842
685,Perturbação da ordem,Madalena,baixo,2,2022,Manhã (6h-12h),3,0,-8.089243,-34.832813
686,Lesão corporal,Graças,baixo,7,2022,Noite (18h-00h),1,1,-7.979494,-34.955603
687,Lesão corporal,Dois Unidos,alto,9,2023,Manhã (6h-12h),0,0,-8.155376,-34.988368
688,Roubo a veículo,Ibura,alto,8,2023,Tarde (12h-18h),1,0,-8.129856,-34.828551
689,Roubo a veículo,Espinheiro,baixo,9,2023,Noite (18h-00h),1,0,-7.994588,-34.885878
690,Furto,Espinheiro,baixo,3,2023,Tarde (12h-18h),1,0,-7.939152,-34.969788
691,Roubo a veículo,Madalena,baixo,4,2022,Noite (18h-00h),2,1,-7.966243,-34.797816
692,Roubo a pedestre,Torre,médio,4,2023,Manhã (6h-12h),1,0,-8.000791,-34.791402
693,Lesão corporal,Imbiribeira,médio,3,2023,Noite (18h-00h),0,0,-8.097901,-34.896239
694,Homicídio,Boa Viagem,médio,6,2022,Tarde (12h-18h),0,0,-8.027273,-34.940387
695,Roubo a pedestre,Água Fria,alto,8,2022,Manhã (6h-12h),1,1,-8.141173,-34.934369
696,Tráfico de drogas,Água Fria,alto,5,2022,Noite (18h-00h),0,0,-8.074978,-34.949822
697,Roubo a pedestre,Jordão,alto,3,2022,Noite (18h-00h),1,1,-8.015764,-34.914728
698,Furto,Madalena,baixo,9,2022,Madrugada (00h-6h),2,0,-8.11675,-34.926761
699,Tráfico de drogas,Madalena,baixo,2,2023,Tarde (12h-18h),0,1,-8.056591,-34.97351
700,Furto,Espinheiro,baixo,10,2023,Noite (18h-00h),1,0,-8.032612,-34.947252
701,Tráfico de drogas,Jordão,alto,3,2023,Tarde (12h-18h),1,0,-7.989261,-34.956845
702,Lesão corporal,Casa Amarela,médio,8,2023,Noite (18h-00h),1,0,-8.126799,-34.897854
703,Roubo a veículo,Graças,baixo,3,2022,Manhã (6h-12h),1,1,-8.135102,-34.912573
704,Tráfico de drogas,Dois Unidos,alto,9,2023,Madrugada (00h-6h),1,0,-8.109799,-34.810903
705,Furto,Imbiribeira,médio,3,2023,Tarde (12h-18h),1,0,-8.150066,-34.96925
706,Roubo a pedestre,Casa Forte,baixo,2,2023,Noite (18h-00h),1,0,-8.121555,-34.900433
707,Roubo a veículo,Casa Amarela,médio,12,2023,Noite (18h-00h),1,0,-7.961131,-34.91481
708,Roubo a veículo,Recife Antigo,médio,3,2022,Tarde (12h-18h),1,1,-8.004283,-34.944089
709,Roubo a pedestre,Graças,baixo,12,2022,Madrugada (00h-6h),1,1,-8.078584,-34.931507
710,Tráfico de drogas,Casa Amarela,médio,7,2023,Tarde (12h-18h),0,0,-8.097487,-34.979639
711,Furto,Madalena,baixo,12,2022,Noite (18h-00h),0,0,-7.989617,-34.888613
712,Perturbação da ordem,Casa Forte,baixo,4,2023,Madrugada (00h-6h),1,1,-8.141038,-34.869853
713,Arrombamento,Beberibe,alto,9,2023,Manhã (6h-12h),3,0,-7.958794,-34.866378
714,Tráfico de drogas,Água Fria,alto,3,2022,Noite (18h-00h),1,1,-8.130638,-34.877956
715,Tráfico de drogas,Madalena,baixo,8,2022,Manhã (6h-12h),1,0,-8.140778,-34.901012
716,Roubo a veículo,Madalena,baixo,7,2022,Madrugada (00h-6h),1,0,-8.128912,-34.847995
717,Furto,Recife Antigo,médio,11,2022,Noite (18h-00h),0,0,-8.145773,-34.878345
718,Furto,Casa Forte,baixo,8,2023,Madrugada (00h-6h),0,0,-7.953924,-34.8343
719,Lesão corporal,Graças,baixo,12,2023,Tarde (12h-18h),1,0,-7.930023,-34.954128
720,Perturbação da ordem,Casa Forte,baixo,2,2022,Noite (18h-00h),0,1,-8.096827,-34.880154
721,Roubo a pedestre,Madalena,baixo,9,2022,Manhã (6h-12h),0,0,-7.982655,-34.936636
722,Roubo a veículo,Ibura,alto,3,2023,Tarde (12h-18h),1,0,-8.134004,-34.928834
723,Lesão corporal,Boa Viagem,médio,4,2022,Madrugada (00h-6h),1,1,-8.128278,-34.896695
724,Furto,Imbiribeira,médio,12,2022,Madrugada (00h-6h),1,0,-8.000645,-34.795224
725,Roubo a veículo,Beberibe,alto,4,2022,Noite (18h-00h),1,0,-8.02587,-34.868217
726,Furto,Aflitos,baixo,4,2022,Noite (18h-00h),2,0,-8.161869,-35.005505
727,Arrombamento,Madalena,baixo,11,2022,Manhã (6h-12h),0,0,-8.150928,-34.861853
728,Arrombamento,Boa Viagem,médio,1,2022,Tarde (12h-18h),0,0,-8.022095,-34.916243
729,Roubo a pedestre,Água Fria,alto,1,2022,Tarde (12h-18h),1,0,-8.141617,-34.939764
730,Lesão corporal,Dois Unidos,alto,3,2022,Madrugada (00h-6h),0,1,-8.155908,-34.945255
731,Arrombamento,Dois Unidos,alto,10,2022,Madrugada (00h-6h),2,1,-8.111568,-34.836015
732,Lesão corporal,Água Fria,alto,6,2023,Madrugada (00h-6h),1,0,-8.03801,-34.928243
733,Roubo a pedestre,Ibura,alto,5,2023,Noite (18h-00h),1,0,-7.96542,-34.967121
734,Roubo a veículo,Recife Antigo,médio,4,2022,Noite (18h-00h),0,0,-8.016263,-34.862921
735,Roubo a veículo,Ibura,alto,11,2023,Tarde (12h-18h),1,0,-7.956613,-34.964112
736,Perturbação da ordem,Imbiribeira,médio,12,2022,Tarde (12h-18h),0,1,-8.115527,-34.798291
737,Furto,Beberibe,alto,7,2023,Noite (18h-00h),1,1,-8.059469,-35.015579
738,Furto,Aflitos,baixo,11,2023,Noite (18h-00h),1,0,-8.079879,-34.887113
739,Furto,Água Fria,alto,7,2023,Tarde (12h-18h),1,1,-8.149053,-34.822689
740,Furto,Ibura,alto,7,2022,Madrugada (00h-6h),0,0,-7.94259,-34.856445
741,Furto,Madalena,baixo,5,2023,Manhã (6h-12h),1,0,-7.930607,-34.888638
742,Furto,Espinheiro,baixo,7,2023,Manhã (6h-12h),0,0,-8.013879,-34.875246
743,Arrombamento,Jordão,alto,1,2023,Noite (18h-00h),1,0,-8.030385,-34.960688
744,Roubo a veículo,Torre,médio,7,2022,Manhã (6h-12h),0,1,-8.055156,-34.886312
745,Tráfico de drogas,Recife Antigo,médio,5,2022,Manhã (6h-12h),0,0,-8.08605,-34.912362
746,Roubo a veículo,Casa Amarela,médio,10,2022,Tarde (12h-18h),0,0,-8.148266,-34.969826
747,Roubo a pedestre,Dois Unidos,alto,2,2022,Madrugada (00h-6h),1,1,-8.105043,-34.886565
748,Furto,Aflitos,baixo,10,2023,Tarde (12h-18h),0,0,-8.051107,-34.80785
749,Furto,Jordão,alto,5,2022,Manhã (6h-12h),0,1,-8.055758,-34.800904
750,Lesão corporal,Jordão,alto,3,2022,Tarde (12h-18h),0,1,-8.092857,-34.987746
751,Tráfico de drogas,Dois Unidos,alto,9,2023,Madrugada (00h-6h),0,1,-8.00406,-34.854678
752,Furto,Espinheiro,baixo,7,2023,Noite (18h-00h),1,0,-8.162954,-34.961779
753,Roubo a veículo,Torre,médio,2,2023,Manhã (6h-12h),1,1,-7.972279,-34.792696
754,Furto,Graças,baixo,6,2023,Madrugada (00h-6h),1,0,-8.023442,-34.819194
755,Furto,Imbiribeira,médio,4,2022,Tarde (12h-18h),1,0,-8.056678,-34.827699
756,Furto,Graças,baixo,7,2022,Noite (18h-00h),1,0,-8.03123,-34.818826
757,Lesão corporal,Casa Forte,baixo,9,2023,Madrugada (00h-6h),1,0,-8.03845,-34.784883
758,Furto,Boa Viagem,médio,1,2022,Manhã (6h-12h),0,1,-8.066428,-34.844344
759,Lesão corporal,Ibura,alto,6,2023,Noite (18h-00h),1,0,-8.080201,-34.850558
760,Tráfico de drogas,Recife Antigo,médio,5,2023,Madrugada (00h-6h),1,0,-7.955948,-34.842479
761,Tráfico de drogas,Beberibe,alto,5,2022,Madrugada (00h-6h),1,1,-8.024519,-34.980733
762,Lesão corporal,Espinheiro,baixo,3,2022,Madrugada (00h-6h),2,0,-8.148492,-34.809476
763,Roubo a veículo,Dois Unidos,alto,1,2023,Tarde (12h-18h),0,0,-7.976884,-34.813602
764,Furto,Casa Forte,baixo,7,2022,Manhã (6h-12h),1,1,-8.042533,-34.933502
765,Perturbação da ordem,Espinheiro,baixo,12,2022,Madrugada (00h-6h),1,1,-8.049814,-34.921472
766,Roubo a pedestre,Madalena,baixo,5,2023,Manhã (6h-12h),1,0,-7.959976,-34.945847
767,Tráfico de drogas,Jordão,alto,8,2022,Manhã (6h-12h),1,0,-7.950141,-34.933799
768,Roubo a pedestre,Casa Amarela,médio,3,2023,Manhã (6h-12h),2,0,-7.932985,-34.973809
769,Furto,Graças,baixo,2,2022,Madrugada (00h-6h),1,0,-8.11755,-34.900277
770,Roubo a veículo,Imbiribeira,médio,10,2022,Madrugada (00h-6h),2,1,-8.070303,-34.809327
771,Lesão corporal,Madalena,baixo,3,2023,Tarde (12h-18h),1,0,-8.149587,-34.848835
772,Furto,Boa Viagem,médio,7,2023,Manhã (6h-12h),1,0,-8.146906,-34.895539
773,Tráfico de drogas,Graças,baixo,10,2022,Manhã (6h-12h),1,0,-8.115725,-34.915083
774,Arrombamento,Graças,baixo,1,2022,Tarde (12h-18h),0,1,-7.958118,-34.999109
775,Perturbação da ordem,Casa Amarela,médio,3,2023,Manhã (6h-12h),1,1,-8.026289,-34.78055
776,Roubo a veículo,Madalena,baixo,8,2023,Madrugada (00h-6h),0,0,-8.060488,-34.978469
777,Homicídio,Água Fria,alto,11,2023,Madrugada (00h-6h),0,0,-7.976514,-34.97668
778,Furto,Água Fria,alto,10,2023,Noite (18h-00h),1,1,-8.152019,-34.972201
779,Roubo a veículo,Jordão,alto,6,2023,Madrugada (00h-6h),1,0,-7.931642,-34.83138
780,Furto,Recife Antigo,médio,12,2023,Noite (18h-00h),1,0,-8.024398,-34.988265
781,Roubo a veículo,Recife Antigo,médio,9,2023,Madrugada (00h-6h),1,0,-7.986819,-34.931516
782,Furto,Casa Forte,baixo,8,2022,Madrugada (00h-6h),2,0,-7.959734,-34.91987
783,Tráfico de drogas,Casa Amarela,médio,2,2022,Tarde (12h-18h),1,0,-8.11397,-34.7923
784,Roubo a veículo,Jordão,alto,1,2022,Noite (18h-00h),1,1,-7.991,-34.988258
785,Lesão corporal,Ibura,alto,7,2023,Noite (18h-00h),0,0,-7.996406,-35.003181
786,Tráfico de drogas,Boa Viagem,médio,3,2023,Noite (18h-00h),1,1,-8.08756,-34.888253
787,Lesão corporal,Casa Forte,baixo,12,2023,Tarde (12h-18h),1,0,-8.021564,-34.907524
788,Furto,Espinheiro,baixo,7,2022,Tarde (12h-18h),0,0,-7.956174,-34.885246
789,Furto,Espinheiro,baixo,12,2023,Manhã (6h-12h),2,0,-7.953915,-34.908618
790,Lesão corporal,Casa Forte,baixo,5,2023,Noite (18h-00h),1,1,-8.027027,-34.87412
791,Arrombamento,Madalena,baixo,11,2022,Madrugada (00h-6h),1,1,-8.090508,-34.997271
792,Lesão corporal,Torre,médio,1,2023,Noite (18h-00h),2,0,-8.123926,-34.880384
793,Roubo a veículo,Recife Antigo,médio,9,2023,Manhã (6h-12h),0,0,-7.994294,-34.949242
794,Roubo a veículo,Jordão,alto,3,2023,Tarde (12h-18h),2,1,-8.021268,-34.887423
795,Roubo a veículo,Espinheiro,baixo,8,2022,Noite (18h-00h),1,0,-8.158896,-35.015761
796,Lesão corporal,Graças,baixo,12,2023,Tarde (12h-18h),0,0,-7.97302,-34.842819
797,Furto,Dois Unidos,alto,4,2023,Noite (18h-00h),0,0,-8.020547,-34.791444
798,Furto,Casa Amarela,médio,11,2023,Manhã (6h-12h),0,1,-8.160242,-34.851677
799,Furto,Ibura,alto,12,2023,Madrugada (00h-6h),2,0,-7.997749,-34.812918
800,Roubo a veículo,Água Fria,alto,1,2023,Manhã (6h-12h),0,1,-8.113019,-34.901075
801,Furto,Recife Antigo,médio,7,2022,Noite (18h-00h),2,1,-7.982746,-34.955546
802,Roubo a pedestre,Água Fria,alto,3,2022,Tarde (12h-18h),1,0,-8.139435,-35.002937
803,Tráfico de drogas,Dois Unidos,alto,7,2022,Noite (18h-00h),3,1,-7.965342,-34.872655
804,Lesão corporal,Dois Unidos,alto,12,2023,Madrugada (00h-6h),0,1,-8.132597,-34.877438
805,Roubo a veículo,Dois Unidos,alto,6,2022,Noite (18h-00h),1,0,-8.098303,-34.998491
806,Lesão corporal,Dois Unidos,alto,1,2022,Tarde (12h-18h),1,1,-8.01022,-35.001987
807,Furto,Dois Unidos,alto,8,2022,Noite (18h-00h),1,0,-8.074878,-34.913406
808,Furto,Beberibe,alto,9,2022,Tarde (12h-18h),1,0,-8.064503,-34.948681
809,Furto,Ibura,alto,2,2022,Tarde (12h-18h),1,0,-7.998781,-34.960413
810,Furto,Espinheiro,baixo,4,2023,Madrugada (00h-6h),1,1,-8.085872,-34.781248
811,Furto,Madalena,baixo,3,2023,Tarde (12h-18h),0,0,-8.123793,-34.795129
812,Perturbação da ordem,Recife Antigo,médio,6,2022,Noite (18h-00h),1,0,-8.038238,-34.832701
813,Arrombamento,Torre,médio,4,2023,Noite (18h-00h),2,0,-7.963703,-34.881929
814,Roubo a veículo,Beberibe,alto,10,2023,Manhã (6h-12h),1,0,-7.934558,-34.981205
815,Furto,Dois Unidos,alto,3,2023,Madrugada (00h-6h),1,1,-7.958206,-34.954977
816,Furto,Torre,médio,9,2023,Noite (18h-00h),0,1,-8.085295,-34.869339
817,Furto,Jordão,alto,10,2023,Noite (18h-00h),0,0,-8.144136,-34.826309
818,Roubo a veículo,Boa Viagem,médio,8,2022,Madrugada (00h-6h),0,0,-8.003243,-34.786374
819,Furto,Água Fria,alto,11,2023,Madrugada (00h-6h),2,0,-8.043533,-34.799984
820,Lesão corporal,Ibura,alto,11,2022,Noite (18h-00h),1,1,-8.142701,-34.846768
